lat,lng
-35.225924,149.02860900000002
-35.234002,149.195269
-35.33634700000001,149.148487
-35.19695500000001,149.145502
-35.331375,149.122657
-35.248805,149.154729
-35.315765,149.07698100000002
-35.258807,149.187156
-35.253978,149.147274
-35.253648,149.139205
-35.187726,149.123275
-35.34033500000001,149.090097
-35.35076,149.09047
-35.31111,149.24746
-35.221761,149.195718
-35.242385,149.087771
-35.249873,149.188673
-35.36087,149.09204
-35.197066,149.145771
-35.21754,149.195208
-35.17976,149.092719
-35.302209999999995,149.176931
-35.35325,149.09147
-35.30373,149.25141
-35.25063,149.12583
-35.29477,149.25518
-35.28302,149.15418
-35.32379,149.093457
-35.173284,149.091269
-35.28555,149.16236
-35.28361000000001,149.15784
-35.28433,149.16012
-35.28319,149.15585
-35.28327,149.15476
-35.31139000000001,149.24752
-35.31995,149.20775
-35.28378,149.15932
-35.330984,149.094202
-35.36086,149.0918
-35.43966000000001,149.10318
-35.25254,149.04889599999998
-35.171832,149.092249
-35.43054,149.127919
-35.351858,149.054001
-35.28573,149.16329
-35.20687,149.17039
-35.36971,149.09287
-35.254563,149.076254
-35.201501,149.152666
-35.430828,149.123369
-35.439408,149.08908
-35.27128,149.05591
-35.25556000000001,149.13265
-35.25784,149.13286
-35.25208,149.10008
-35.228317,149.02023799999998
-35.27405000000001,149.06357
-35.27454,149.06396
-35.285675,149.146929
-35.318058,149.115901
-35.274134,149.186969
-35.239339,149.041274
-35.204634999999996,149.14805
-35.33549,149.13115
-35.21979000000001,149.09824
-35.31113,149.16945
-35.323841,149.376737
-35.2763,149.07042
-35.246148,149.127837
-35.331275,149.078696
-35.192488,149.043271
-35.334962,149.324708
-35.31677100000001,149.116587
-35.24209,149.1107
-35.3137,149.16951
-35.25293,149.131042
-35.338028,149.130783
-35.332371,149.334204
-35.25131,149.13332
-35.21194,149.17588
-35.197646,149.162917
-35.26541000000001,149.0339
-35.339558000000004,149.03577099999998
-35.31116,149.16915
-35.399175,149.085271
-35.39488,149.15771
-35.266928,149.187201
-35.25889,149.11404
-35.25921000000001,149.11369
-35.335369,149.324454
-35.47950500000001,149.145866
-35.25524,149.11091
-35.22203,149.01208
-35.22638,149.09996
-35.167083,149.095982
-35.31405,149.16923
-35.28269,149.14974
-35.32488,149.22152
-35.30591,149.13967
-35.23571,149.02298
-35.37366,149.16849
-35.336788,149.140834
-35.33995500000001,149.134001
-35.34104700000001,149.076029
-35.176806,149.146253
-35.302058,149.155271
-35.27418500000001,149.139599
-35292233.0,149.16206599999998
-35.20754,149.10409
-35.23721,149.02383
-35.414688,149.111849
-35.243959,149.110638
-35.17682,149.14006
